IDADE;SEXO;DOSE;UF;N
96;F;2ª Dose;35;5278
96;F;2ª Dose;41;1062
96;F;2ª Dose;42;601
96;F;2ª Dose;43;1469
96;F;2ª Dose;50;252
96;F;2ª Dose;51;146
96;F;2ª Dose;52;442
96;F;2ª Dose;53;235
96;F;2ª Dose;99;2
96;F;2ª Dose;NA;195
96;F;Dose ;21;1
96;F;Dose ;29;2
96;F;Dose ;33;1
96;F;Dose ;35;1
96;F;Dose ;41;1
96;F;Dose ;50;1
96;F;Dose ;51;2
96;F;Única ;35;1
96;M;1ª Dose;11;61
96;M;1ª Dose;12;26
96;M;1ª Dose;13;101
96;M;1ª Dose;14;14
96;M;1ª Dose;15;267
96;M;1ª Dose;16;24
96;M;1ª Dose;17;90
96;M;1ª Dose;21;469
96;M;1ª Dose;22;280
96;M;1ª Dose;23;954
96;M;1ª Dose;24;328
96;M;1ª Dose;25;476
96;M;1ª Dose;26;582
96;M;1ª Dose;27;142
96;M;1ª Dose;28;116
96;M;1ª Dose;29;1224
96;M;1ª Dose;31;1375
96;M;1ª Dose;32;220
96;M;1ª Dose;33;811
96;M;1ª Dose;35;2215
96;M;1ª Dose;41;530
96;M;1ª Dose;42;260
96;M;1ª Dose;43;521
96;M;1ª Dose;50;141
96;M;1ª Dose;51;141
96;M;1ª Dose;52;309
96;M;1ª Dose;53;109
96;M;1ª Dose;99;1
96;M;1ª Dose;NA;159
96;M;2ª Dose;11;46
96;M;2ª Dose;12;28
96;M;2ª Dose;13;87
96;M;2ª Dose;14;13
96;M;2ª Dose;15;235
96;M;2ª Dose;16;19
96;M;2ª Dose;17;82
96;M;2ª Dose;21;398
96;M;2ª Dose;22;263
96;M;2ª Dose;23;610
96;M;2ª Dose;24;317
96;M;2ª Dose;25;430
96;M;2ª Dose;26;494
96;M;2ª Dose;27;138
96;M;2ª Dose;28;113
96;M;2ª Dose;29;1052
96;M;2ª Dose;31;1283
96;M;2ª Dose;32;217
96;M;2ª Dose;33;698
96;M;2ª Dose;35;2005
96;M;2ª Dose;41;493
96;M;2ª Dose;42;235
96;M;2ª Dose;43;462
96;M;2ª Dose;50;137
96;M;2ª Dose;51;126
96;M;2ª Dose;52;279
96;M;2ª Dose;53;107
96;M;2ª Dose;99;1
96;M;2ª Dose;NA;128
96;M;Dose ;21;1
96;M;Dose ;22;1
96;M;Dose ;31;2
96;M;Dose ;35;1
96;M;Dose ;43;1
97;F;1ª Dose;11;42
97;F;1ª Dose;12;38
97;F;1ª Dose;13;189
97;F;1ª Dose;14;16
97;F;1ª Dose;15;432
97;F;1ª Dose;16;21
97;F;1ª Dose;17;101
97;F;1ª Dose;21;593
97;F;1ª Dose;22;343
97;F;1ª Dose;23;1186
97;F;1ª Dose;24;437
97;F;1ª Dose;25;519
97;F;1ª Dose;26;846
97;F;1ª Dose;27;189
97;F;1ª Dose;28;195
97;F;1ª Dose;29;1658
97;F;1ª Dose;31;2199
97;F;1ª Dose;32;383
97;F;1ª Dose;33;1978
97;F;1ª Dose;35;3999
97;F;1ª Dose;41;743
97;F;1ª Dose;42;415
97;F;1ª Dose;43;1099
97;F;1ª Dose;50;149
97;F;1ª Dose;51;133
97;F;1ª Dose;52;350
97;F;1ª Dose;53;145
97;F;1ª Dose;99;1
97;F;1ª Dose;NA;181
97;F;2ª Dose;11;40
97;F;2ª Dose;12;36
97;F;2ª Dose;13;150
97;F;2ª Dose;14;17
97;F;2ª Dose;15;383
97;F;2ª Dose;16;14
97;F;2ª Dose;17;86
97;F;2ª Dose;21;523
97;F;2ª Dose;22;306
97;F;2ª Dose;23;834
97;F;2ª Dose;24;397
97;F;2ª Dose;25;467
97;F;2ª Dose;26;747
97;F;2ª Dose;27;167
97;F;2ª Dose;28;187
97;F;2ª Dose;29;1461
97;F;2ª Dose;31;2096
97;F;2ª Dose;32;378
97;F;2ª Dose;33;1720
97;F;2ª Dose;35;3637
97;F;2ª Dose;41;742
97;F;2ª Dose;42;404
97;F;2ª Dose;43;1010
97;F;2ª Dose;50;139
97;F;2ª Dose;51;112
97;F;2ª Dose;52;321
97;F;2ª Dose;53;157
97;F;2ª Dose;NA;151
97;F;Dose ;25;1
97;F;Dose ;26;1
97;F;Dose ;29;1
97;F;Dose ;33;2
97;F;Dose ;35;2
97;F;Dose ;42;2
97;F;Dose ;43;1
97;F;Única ;35;1
97;F;Única ;41;3
97;M;1ª Dose;11;35
97;M;1ª Dose;12;20
97;M;1ª Dose;13;96
97;M;1ª Dose;14;10
97;M;1ª Dose;15;209
97;M;1ª Dose;16;12
97;M;1ª Dose;17;59
97;M;1ª Dose;21;390
97;M;1ª Dose;22;172
97;M;1ª Dose;23;665
97;M;1ª Dose;24;233
97;M;1ª Dose;25;317
97;M;1ª Dose;26;428
97;M;1ª Dose;27;108
97;M;1ª Dose;28;92
97;M;1ª Dose;29;853
97;M;1ª Dose;31;1000
97;M;1ª Dose;32;163
97;M;1ª Dose;33;509
97;M;1ª Dose;35;1400
97;M;1ª Dose;41;396
97;M;1ª Dose;42;154
97;M;1ª Dose;43;329
97;M;1ª Dose;50;95
97;M;1ª Dose;51;102
97;M;1ª Dose;52;200
97;M;1ª Dose;53;83
97;M;1ª Dose;NA;102
97;M;2ª Dose;11;30
97;M;2ª Dose;12;16
97;M;2ª Dose;13;73
97;M;2ª Dose;14;8
97;M;2ª Dose;15;171
97;M;2ª Dose;16;8
97;M;2ª Dose;17;53
97;M;2ª Dose;21;323
97;M;2ª Dose;22;157
97;M;2ª Dose;23;421
97;M;2ª Dose;24;214
97;M;2ª Dose;25;292
97;M;2ª Dose;26;381
97;M;2ª Dose;27;93
97;M;2ª Dose;28;73
97;M;2ª Dose;29;758
97;M;2ª Dose;31;915
97;M;2ª Dose;32;148
97;M;2ª Dose;33;440
97;M;2ª Dose;35;1285
97;M;2ª Dose;41;369
97;M;2ª Dose;42;151
97;M;2ª Dose;43;322
97;M;2ª Dose;50;88
97;M;2ª Dose;51;91
97;M;2ª Dose;52;192
97;M;2ª Dose;53;82
97;M;2ª Dose;NA;73
97;M;Dose ;25;2
97;M;Dose ;26;1
97;M;Dose ;35;1
97;M;Dose ;43;1
97;M;Única ;35;1
98;F;1ª Dose;11;32
98;F;1ª Dose;12;28
98;F;1ª Dose;13;152
98;F;1ª Dose;14;10
98;F;1ª Dose;15;324
98;F;1ª Dose;16;27
98;F;1ª Dose;17;63
98;F;1ª Dose;21;481
98;F;1ª Dose;22;270
98;F;1ª Dose;23;937
98;F;1ª Dose;24;306
98;F;1ª Dose;25;408
98;F;1ª Dose;26;655
98;F;1ª Dose;27;149
98;F;1ª Dose;28;141
98;F;1ª Dose;29;1444
98;F;1ª Dose;31;1657
98;F;1ª Dose;32;262
98;F;1ª Dose;33;1337
98;F;1ª Dose;35;2895
98;F;1ª Dose;41;557
98;F;1ª Dose;42;296
98;F;1ª Dose;43;797
98;F;1ª Dose;50;138
98;F;1ª Dose;51;93
98;F;1ª Dose;52;269
98;F;1ª Dose;53;133
98;F;1ª Dose;NA;148
98;F;2ª Dose;11;26
98;F;2ª Dose;12;23
98;F;2ª Dose;13;119
98;F;2ª Dose;14;11
98;F;2ª Dose;15;277
98;F;2ª Dose;16;20
98;F;2ª Dose;17;63
98;F;2ª Dose;21;422
98;F;2ª Dose;22;254
98;F;2ª Dose;23;564
98;F;2ª Dose;24;300
98;F;2ª Dose;25;376
98;F;2ª Dose;26;545
98;F;2ª Dose;27;115
98;F;2ª Dose;28;129
98;F;2ª Dose;29;1254
98;F;2ª Dose;31;1550
98;F;2ª Dose;32;251
98;F;2ª Dose;33;1181
98;F;2ª Dose;35;2603
98;F;2ª Dose;41;546
98;F;2ª Dose;42;279
98;F;2ª Dose;43;717
98;F;2ª Dose;50;125
98;F;2ª Dose;51;91
98;F;2ª Dose;52;243
98;F;2ª Dose;53;125
98;F;2ª Dose;NA;122
98;F;Dose ;29;2
98;F;Dose ;50;1
98;M;1ª Dose;11;23
98;M;1ª Dose;12;26
98;M;1ª Dose;13;77
98;M;1ª Dose;14;11
98;M;1ª Dose;15;145
98;M;1ª Dose;16;10
98;M;1ª Dose;17;68
98;M;1ª Dose;21;294
98;M;1ª Dose;22;157
98;M;1ª Dose;23;445
98;M;1ª Dose;24;180
98;M;1ª Dose;25;235
98;M;1ª Dose;26;287
98;M;1ª Dose;27;89
98;M;1ª Dose;28;74
98;M;1ª Dose;29;743
98;M;1ª Dose;31;681
98;M;1ª Dose;32;121
98;M;1ª Dose;33;356
98;M;1ª Dose;35;977
98;M;1ª Dose;41;266
98;M;1ª Dose;42;110
98;M;1ª Dose;43;224
98;M;1ª Dose;50;56
98;M;1ª Dose;51;63
98;M;1ª Dose;52;179
98;M;1ª Dose;53;50
98;M;1ª Dose;NA;72
98;M;2ª Dose;11;26
98;M;2ª Dose;12;18
98;M;2ª Dose;13;48
98;M;2ª Dose;14;11
98;M;2ª Dose;15;132
98;M;2ª Dose;16;8
98;M;2ª Dose;17;59
98;M;2ª Dose;21;249
98;M;2ª Dose;22;130
98;M;2ª Dose;23;288
98;M;2ª Dose;24;166
98;M;2ª Dose;25;201
98;M;2ª Dose;26;260
98;M;2ª Dose;27;82
98;M;2ª Dose;28;66
98;M;2ª Dose;29;607
98;M;2ª Dose;31;660
98;M;2ª Dose;32;114
98;M;2ª Dose;33;324
98;M;2ª Dose;35;899
98;M;2ª Dose;41;243
98;M;2ª Dose;42;107
98;M;2ª Dose;43;212
98;M;2ª Dose;50;52
98;M;2ª Dose;51;64
98;M;2ª Dose;52;173
98;M;2ª Dose;53;40
98;M;2ª Dose;NA;59
98;M;Dose ;21;1
98;M;Dose ;51;1
99;F;1ª Dose;11;28
99;F;1ª Dose;12;13
99;F;1ª Dose;13;96
99;F;1ª Dose;14;10
99;F;1ª Dose;15;266
99;F;1ª Dose;16;13
99;F;1ª Dose;17;44
99;F;1ª Dose;21;329
99;F;1ª Dose;22;166
99;F;1ª Dose;23;660
99;F;1ª Dose;24;210
99;F;1ª Dose;25;277
99;F;1ª Dose;26;444
99;F;1ª Dose;27;110
99;F;1ª Dose;28;111
99;F;1ª Dose;29;1045
99;F;1ª Dose;31;1081
99;F;1ª Dose;32;182
99;F;1ª Dose;33;858
99;F;1ª Dose;35;1834
99;F;1ª Dose;41;379
99;F;1ª Dose;42;204
99;F;1ª Dose;43;554
99;F;1ª Dose;50;89
99;F;1ª Dose;51;63
99;F;1ª Dose;52;213
99;F;1ª Dose;53;80
99;F;1ª Dose;NA;94
99;F;2ª Dose;11;29
99;F;2ª Dose;12;12
99;F;2ª Dose;13;84
99;F;2ª Dose;14;11
99;F;2ª Dose;15;239
99;F;2ª Dose;16;13
99;F;2ª Dose;17;37
99;F;2ª Dose;21;269
99;F;2ª Dose;22;152
99;F;2ª Dose;23;433
99;F;2ª Dose;24;195
99;F;2ª Dose;25;263
99;F;2ª Dose;26;380
99;F;2ª Dose;27;111
99;F;2ª Dose;28;91
99;F;2ª Dose;29;928
99;F;2ª Dose;31;1035
99;F;2ª Dose;32;168
99;F;2ª Dose;33;759
99;F;2ª Dose;35;1670
99;F;2ª Dose;41;345
99;F;2ª Dose;42;184
99;F;2ª Dose;43;565
99;F;2ª Dose;50;92
99;F;2ª Dose;51;55
99;F;2ª Dose;52;189
99;F;2ª Dose;53;84
99;F;2ª Dose;NA;86
99;F;Dose ;29;1
99;F;Dose ;50;1
99;M;1ª Dose;11;16
99;M;1ª Dose;12;17
99;M;1ª Dose;13;44
99;M;1ª Dose;14;8
99;M;1ª Dose;15;122
99;M;1ª Dose;16;8
99;M;1ª Dose;17;32
99;M;1ª Dose;21;214
99;M;1ª Dose;22;112
99;M;1ª Dose;23;321
99;M;1ª Dose;24;130
99;M;1ª Dose;25;135
99;M;1ª Dose;26;193
99;M;1ª Dose;27;47
99;M;1ª Dose;28;50
99;M;1ª Dose;29;451
99;M;1ª Dose;31;456
99;M;1ª Dose;32;72
99;M;1ª Dose;33;230
99;M;1ª Dose;35;586
99;M;1ª Dose;41;148
99;M;1ª Dose;42;79
99;M;1ª Dose;43;167
99;M;1ª Dose;50;53
99;M;1ª Dose;51;48
99;M;1ª Dose;52;108
99;M;1ª Dose;53;26
99;M;1ª Dose;NA;58
99;M;2ª Dose;11;11
99;M;2ª Dose;12;15
99;M;2ª Dose;13;36
99;M;2ª Dose;14;5
99;M;2ª Dose;15;95
99;M;2ª Dose;16;4
99;M;2ª Dose;17;38
99;M;2ª Dose;21;187
99;M;2ª Dose;22;93
99;M;2ª Dose;23;197
99;M;2ª Dose;24;108
99;M;2ª Dose;25;124
99;M;2ª Dose;26;165
99;M;2ª Dose;27;44
99;M;2ª Dose;28;41
99;M;2ª Dose;29;387
99;M;2ª Dose;31;429
99;M;2ª Dose;32;61
99;M;2ª Dose;33;189
99;M;2ª Dose;35;536
99;M;2ª Dose;41;163
99;M;2ª Dose;42;74
99;M;2ª Dose;43;153
99;M;2ª Dose;50;45
99;M;2ª Dose;51;37
99;M;2ª Dose;52;98
99;M;2ª Dose;53;30
99;M;2ª Dose;NA;55
99;M;Dose ;22;1
99;M;Dose ;29;2
99;M;Dose ;50;1
100;F;1ª Dose;11;23
100;F;1ª Dose;12;23
100;F;1ª Dose;13;136
100;F;1ª Dose;14;6
100;F;1ª Dose;15;239
100;F;1ª Dose;16;16
100;F;1ª Dose;17;69
100;F;1ª Dose;21;399
100;F;1ª Dose;22;155
100;F;1ª Dose;23;460
100;F;1ª Dose;24;245
100;F;1ª Dose;25;321
100;F;1ª Dose;26;413
100;F;1ª Dose;27;97
100;F;1ª Dose;28;95
100;F;1ª Dose;29;1013
100;F;1ª Dose;31;933
100;F;1ª Dose;32;164
100;F;1ª Dose;33;612
100;F;1ª Dose;35;1305
100;F;1ª Dose;41;273
100;F;1ª Dose;42;137
100;F;1ª Dose;43;397
100;F;1ª Dose;50;104
100;F;1ª Dose;51;85
100;F;1ª Dose;52;170
100;F;1ª Dose;53;70
100;F;1ª Dose;NA;85
100;F;2ª Dose;11;18
100;F;2ª Dose;12;20
100;F;2ª Dose;13;91
100;F;2ª Dose;14;4
100;F;2ª Dose;15;202
100;F;2ª Dose;16;15
100;F;2ª Dose;17;59
100;F;2ª Dose;21;337
100;F;2ª Dose;22;146
100;F;2ª Dose;23;294
100;F;2ª Dose;24;206
100;F;2ª Dose;25;289
100;F;2ª Dose;26;341
100;F;2ª Dose;27;80
100;F;2ª Dose;28;95
100;F;2ª Dose;29;828
100;F;2ª Dose;31;826
100;F;2ª Dose;32;153
100;F;2ª Dose;33;528
100;F;2ª Dose;35;1172
100;F;2ª Dose;41;252
100;F;2ª Dose;42;130
100;F;2ª Dose;43;354
100;F;2ª Dose;50;89
100;F;2ª Dose;51;74
100;F;2ª Dose;52;154
100;F;2ª Dose;53;64
100;F;2ª Dose;NA;71
100;F;2ª Dose Revacinação ;25;1
100;F;Dose ;21;1
100;F;Dose ;26;1
100;F;Dose ;27;1
100;F;Dose ;41;1
100;F;Única ;26;1
100;M;1ª Dose;11;11
100;M;1ª Dose;12;14
100;M;1ª Dose;13;77
100;M;1ª Dose;14;3
100;M;1ª Dose;15;86
100;M;1ª Dose;16;17
100;M;1ª Dose;17;47
100;M;1ª Dose;21;263
100;M;1ª Dose;22;106
100;M;1ª Dose;23;204
100;M;1ª Dose;24;119
100;M;1ª Dose;25;118
100;M;1ª Dose;26;157
100;M;1ª Dose;27;44
100;M;1ª Dose;28;31
100;M;1ª Dose;29;424
100;M;1ª Dose;31;351
100;M;1ª Dose;32;77
100;M;1ª Dose;33;156
100;M;1ª Dose;35;407
100;M;1ª Dose;41;138
100;M;1ª Dose;42;67
100;M;1ª Dose;43;107
100;M;1ª Dose;50;56
100;M;1ª Dose;51;43
100;M;1ª Dose;52;93
100;M;1ª Dose;53;26
100;M;1ª Dose;NA;52
100;M;2ª Dose;11;14
100;M;2ª Dose;12;15
100;M;2ª Dose;13;42
100;M;2ª Dose;14;4
100;M;2ª Dose;15;70
100;M;2ª Dose;16;13
100;M;2ª Dose;17;37
100;M;2ª Dose;21;196
100;M;2ª Dose;22;95
100;M;2ª Dose;23;122
100;M;2ª Dose;24;118
100;M;2ª Dose;25;108
100;M;2ª Dose;26;132
100;M;2ª Dose;27;37
100;M;2ª Dose;28;29
100;M;2ª Dose;29;335
100;M;2ª Dose;31;295
100;M;2ª Dose;32;67
100;M;2ª Dose;33;129
100;M;2ª Dose;35;357
100;M;2ª Dose;41;129
100;M;2ª Dose;42;60
100;M;2ª Dose;43;102
100;M;2ª Dose;50;49
100;M;2ª Dose;51;39
100;M;2ª Dose;52;93
100;M;2ª Dose;53;25
100;M;2ª Dose;NA;39
100;M;Dose ;43;1
101;F;1ª Dose;11;19
101;F;1ª Dose;12;15
101;F;1ª Dose;13;72
101;F;1ª Dose;14;7
101;F;1ª Dose;15;151
101;F;1ª Dose;16;24
101;F;1ª Dose;17;30
101;F;1ª Dose;21;348
101;F;1ª Dose;22;108
101;F;1ª Dose;23;313
101;F;1ª Dose;24;178
101;F;1ª Dose;25;235
101;F;1ª Dose;26;326
101;F;1ª Dose;27;108
101;F;1ª Dose;28;63
101;F;1ª Dose;29;729
101;F;1ª Dose;31;568
101;F;1ª Dose;32;84
101;F;1ª Dose;33;405
101;F;1ª Dose;35;786
101;F;1ª Dose;41;153
101;F;1ª Dose;42;92
101;F;1ª Dose;43;259
101;F;1ª Dose;50;63
101;F;1ª Dose;51;39
101;F;1ª Dose;52;109
101;F;1ª Dose;53;39
101;F;1ª Dose;NA;78
101;F;2ª Dose;11;14
101;F;2ª Dose;12;15
101;F;2ª Dose;13;68
101;F;2ª Dose;14;4
101;F;2ª Dose;15;135
101;F;2ª Dose;16;19
101;F;2ª Dose;17;33
101;F;2ª Dose;21;287
101;F;2ª Dose;22;88
101;F;2ª Dose;23;233
101;F;2ª Dose;24;161
101;F;2ª Dose;25;228
101;F;2ª Dose;26;266
101;F;2ª Dose;27;83
101;F;2ª Dose;28;52
101;F;2ª Dose;29;645
101;F;2ª Dose;31;525
101;F;2ª Dose;32;92
101;F;2ª Dose;33;339
101;F;2ª Dose;35;698
101;F;2ª Dose;41;171
101;F;2ª Dose;42;80
101;F;2ª Dose;43;247
101;F;2ª Dose;50;55
101;F;2ª Dose;51;34
101;F;2ª Dose;52;93
101;F;2ª Dose;53;37
101;F;2ª Dose;NA;64
101;F;Dose ;17;1
101;F;Dose ;26;1
101;F;Dose ;50;1
101;F;Dose ;51;1
101;M;1ª Dose;11;7
101;M;1ª Dose;12;12
101;M;1ª Dose;13;33
101;M;1ª Dose;14;6
101;M;1ª Dose;15;61
101;M;1ª Dose;16;8
101;M;1ª Dose;17;29
101;M;1ª Dose;21;208
101;M;1ª Dose;22;56
101;M;1ª Dose;23;148
101;M;1ª Dose;24;68
101;M;1ª Dose;25;118
101;M;1ª Dose;26;135
101;M;1ª Dose;27;55
101;M;1ª Dose;28;35
101;M;1ª Dose;29;315
101;M;1ª Dose;31;210
101;M;1ª Dose;32;35
101;M;1ª Dose;33;91
101;M;1ª Dose;35;238
101;M;1ª Dose;41;56
101;M;1ª Dose;42;24
101;M;1ª Dose;43;59
101;M;1ª Dose;50;22
101;M;1ª Dose;51;35
101;M;1ª Dose;52;79
101;M;1ª Dose;53;16
101;M;1ª Dose;NA;48
101;M;2ª Dose;11;5
101;M;2ª Dose;12;5
101;M;2ª Dose;13;28
101;M;2ª Dose;14;6
101;M;2ª Dose;15;50
101;M;2ª Dose;16;12
101;M;2ª Dose;17;31
101;M;2ª Dose;21;187
101;M;2ª Dose;22;55
101;M;2ª Dose;23;98
101;M;2ª Dose;24;69
101;M;2ª Dose;25;109
101;M;2ª Dose;26;98
101;M;2ª Dose;27;42
101;M;2ª Dose;28;20
101;M;2ª Dose;29;275
101;M;2ª Dose;31;198
101;M;2ª Dose;32;26
101;M;2ª Dose;33;68
101;M;2ª Dose;35;213
101;M;2ª Dose;41;55
101;M;2ª Dose;42;24
101;M;2ª Dose;43;54
101;M;2ª Dose;50;19
101;M;2ª Dose;51;30
101;M;2ª Dose;52;67
101;M;2ª Dose;53;16
101;M;2ª Dose;NA;35
101;M;Dose ;21;1
101;M;Dose ;22;1
101;M;Dose ;27;1
101;M;Única ;24;1
102;F;1ª Dose;11;7
102;F;1ª Dose;12;9
102;F;1ª Dose;13;58
102;F;1ª Dose;14;6
102;F;1ª Dose;15;169
102;F;1ª Dose;16;24
102;F;1ª Dose;17;33
102;F;1ª Dose;21;289
102;F;1ª Dose;22;81
102;F;1ª Dose;23;252
102;F;1ª Dose;24;120
102;F;1ª Dose;25;146
102;F;1ª Dose;26;262
102;F;1ª Dose;27;95
102;F;1ª Dose;28;72
102;F;1ª Dose;29;514
102;F;1ª Dose;31;440
102;F;1ª Dose;32;79
102;F;1ª Dose;33;269
102;F;1ª Dose;35;536
102;F;1ª Dose;41;123
102;F;1ª Dose;42;39
102;F;1ª Dose;43;147
102;F;1ª Dose;50;48
102;F;1ª Dose;51;36
102;F;1ª Dose;52;60
102;F;1ª Dose;53;21
102;F;1ª Dose;NA;42
102;F;2ª Dose;11;13
102;F;2ª Dose;12;9
102;F;2ª Dose;13;35
102;F;2ª Dose;14;4
102;F;2ª Dose;15;136
102;F;2ª Dose;16;18
102;F;2ª Dose;17;25
102;F;2ª Dose;21;230
102;F;2ª Dose;22;75
102;F;2ª Dose;23;169
102;F;2ª Dose;24;121
102;F;2ª Dose;25;128
102;F;2ª Dose;26;217
102;F;2ª Dose;27;77
102;F;2ª Dose;28;63
102;F;2ª Dose;29;452
102;F;2ª Dose;31;414
102;F;2ª Dose;32;69
102;F;2ª Dose;33;253
102;F;2ª Dose;35;478
102;F;2ª Dose;41;98
102;F;2ª Dose;42;41
102;F;2ª Dose;43;136
102;F;2ª Dose;50;43
102;F;2ª Dose;51;34
102;F;2ª Dose;52;60
102;F;2ª Dose;53;21
102;F;2ª Dose;NA;44
102;F;Dose ;21;1
102;F;Dose ;25;1
102;F;Dose ;26;1
102;F;Dose ;27;1
102;F;Dose ;29;1
102;F;Dose ;35;1
102;F;Dose ;43;1
102;M;1ª Dose;11;8
102;M;1ª Dose;12;7
102;M;1ª Dose;13;30
102;M;1ª Dose;14;3
102;M;1ª Dose;15;61
102;M;1ª Dose;16;7
102;M;1ª Dose;17;30
102;M;1ª Dose;21;157
102;M;1ª Dose;22;38
102;M;1ª Dose;23;117
102;M;1ª Dose;24;48
102;M;1ª Dose;25;83
102;M;1ª Dose;26;89
102;M;1ª Dose;27;46
102;M;1ª Dose;28;31
102;M;1ª Dose;29;226
102;M;1ª Dose;31;154
102;M;1ª Dose;32;31
102;M;1ª Dose;33;53
102;M;1ª Dose;35;191
102;M;1ª Dose;41;34
102;M;1ª Dose;42;25
102;M;1ª Dose;43;49
102;M;1ª Dose;50;22
102;M;1ª Dose;51;24
102;M;1ª Dose;52;50
102;M;1ª Dose;53;7
102;M;1ª Dose;99;1
102;M;1ª Dose;NA;28
102;M;2ª Dose;11;7
102;M;2ª Dose;12;8
102;M;2ª Dose;13;24
102;M;2ª Dose;14;2
102;M;2ª Dose;15;51
102;M;2ª Dose;16;2
102;M;2ª Dose;17;29
102;M;2ª Dose;21;137
102;M;2ª Dose;22;29
102;M;2ª Dose;23;73
102;M;2ª Dose;24;47
102;M;2ª Dose;25;82
102;M;2ª Dose;26;72
102;M;2ª Dose;27;46
102;M;2ª Dose;28;26
102;M;2ª Dose;29;207
102;M;2ª Dose;31;132
102;M;2ª Dose;32;28
102;M;2ª Dose;33;44
102;M;2ª Dose;35;166
102;M;2ª Dose;41;36
102;M;2ª Dose;42;19
102;M;2ª Dose;43;42
102;M;2ª Dose;50;21
102;M;2ª Dose;51;18
102;M;2ª Dose;52;50
102;M;2ª Dose;53;9
102;M;2ª Dose;99;1
102;M;2ª Dose;NA;19
102;M;2ª Dose Revacinação ;25;1
103;F;1ª Dose;11;9
103;F;1ª Dose;12;5
103;F;1ª Dose;13;47
103;F;1ª Dose;14;3
103;F;1ª Dose;15;218
103;F;1ª Dose;16;22
103;F;1ª Dose;17;23
103;F;1ª Dose;21;231
103;F;1ª Dose;22;62
103;F;1ª Dose;23;182
103;F;1ª Dose;24;84
103;F;1ª Dose;25;136
103;F;1ª Dose;26;190
103;F;1ª Dose;27;109
103;F;1ª Dose;28;46
103;F;1ª Dose;29;358
103;F;1ª Dose;31;298
103;F;1ª Dose;32;40
103;F;1ª Dose;33;186
103;F;1ª Dose;35;383
103;F;1ª Dose;41;80
103;F;1ª Dose;42;45
103;F;1ª Dose;43;97
103;F;1ª Dose;50;32
103;F;1ª Dose;51;37
103;F;1ª Dose;52;71
103;F;1ª Dose;53;23
103;F;1ª Dose;NA;46
103;F;2ª Dose;11;10
103;F;2ª Dose;12;7
103;F;2ª Dose;13;35
103;F;2ª Dose;14;3
103;F;2ª Dose;15;183
103;F;2ª Dose;16;17
103;F;2ª Dose;17;21
103;F;2ª Dose;21;184
103;F;2ª Dose;22;56
103;F;2ª Dose;23;129
103;F;2ª Dose;24;81
103;F;2ª Dose;25;125
103;F;2ª Dose;26;167
103;F;2ª Dose;27;89
103;F;2ª Dose;28;47
103;F;2ª Dose;29;341
103;F;2ª Dose;31;273
103;F;2ª Dose;32;42
103;F;2ª Dose;33;154
103;F;2ª Dose;35;339
103;F;2ª Dose;41;75
103;F;2ª Dose;42;35
103;F;2ª Dose;43;95
103;F;2ª Dose;50;26
103;F;2ª Dose;51;34
103;F;2ª Dose;52;62
103;F;2ª Dose;53;17
103;F;2ª Dose;NA;35
103;F;Dose ;22;1
103;F;Dose ;25;1
103;F;Dose ;29;1
103;F;Dose ;50;1
103;M;1ª Dose;11;7
103;M;1ª Dose;12;8
103;M;1ª Dose;13;19
103;M;1ª Dose;14;2
103;M;1ª Dose;15;89
103;M;1ª Dose;16;10
103;M;1ª Dose;17;14
103;M;1ª Dose;21;111
103;M;1ª Dose;22;33
103;M;1ª Dose;23;86
103;M;1ª Dose;24;49
103;M;1ª Dose;25;73
103;M;1ª Dose;26;66
103;M;1ª Dose;27;54
103;M;1ª Dose;28;27
103;M;1ª Dose;29;166
103;M;1ª Dose;31;88
103;M;1ª Dose;32;12
103;M;1ª Dose;33;30
103;M;1ª Dose;35;114
103;M;1ª Dose;41;30
103;M;1ª Dose;42;10
103;M;1ª Dose;43;25
103;M;1ª Dose;50;9
103;M;1ª Dose;51;13
103;M;1ª Dose;52;23
103;M;1ª Dose;53;9
103;M;1ª Dose;NA;19
103;M;2ª Dose;11;7
103;M;2ª Dose;12;6
103;M;2ª Dose;13;17
103;M;2ª Dose;14;3
103;M;2ª Dose;15;73
103;M;2ª Dose;16;7
103;M;2ª Dose;17;16
103;M;2ª Dose;21;83
103;M;2ª Dose;22;32
103;M;2ª Dose;23;45
103;M;2ª Dose;24;43
103;M;2ª Dose;25;54
103;M;2ª Dose;26;54
103;M;2ª Dose;27;39
103;M;2ª Dose;28;24
103;M;2ª Dose;29;164
103;M;2ª Dose;31;83
103;M;2ª Dose;32;12
103;M;2ª Dose;33;24
103;M;2ª Dose;35;104
103;M;2ª Dose;41;24
103;M;2ª Dose;42;10
103;M;2ª Dose;43;19
103;M;2ª Dose;50;8
103;M;2ª Dose;51;14
103;M;2ª Dose;52;25
103;M;2ª Dose;53;8
103;M;2ª Dose;NA;13
103;M;Dose ;NA;1
104;F;1ª Dose;11;8
104;F;1ª Dose;12;1
104;F;1ª Dose;13;46
104;F;1ª Dose;15;171
104;F;1ª Dose;16;30
104;F;1ª Dose;17;14
104;F;1ª Dose;21;193
104;F;1ª Dose;22;54
104;F;1ª Dose;23;112
104;F;1ª Dose;24;56
104;F;1ª Dose;25;85
104;F;1ª Dose;26;157
104;F;1ª Dose;27;74
104;F;1ª Dose;28;48
104;F;1ª Dose;29;314
104;F;1ª Dose;31;216
